image,mask,case,slice
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s022.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s022.png,adc,22
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s023.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s023.png,adc,23
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s024.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s024.png,adc,24
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s025.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s025.png,adc,25
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s026.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s026.png,adc,26
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s027.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s027.png,adc,27
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s028.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s028.png,adc,28
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s029.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s029.png,adc,29
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s030.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s030.png,adc,30
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s031.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s031.png,adc,31
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s032.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s032.png,adc,32
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s033.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s033.png,adc,33
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s034.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s034.png,adc,34
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s035.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s035.png,adc,35
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s036.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s036.png,adc,36
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s037.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s037.png,adc,37
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s038.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s038.png,adc,38
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s039.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s039.png,adc,39
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s040.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s040.png,adc,40
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s041.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s041.png,adc,41
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s042.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s042.png,adc,42
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s043.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s043.png,adc,43
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s044.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s044.png,adc,44
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s045.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s045.png,adc,45
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s046.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s046.png,adc,46
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s047.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s047.png,adc,47
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s048.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s048.png,adc,48
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s049.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s049.png,adc,49
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s050.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s050.png,adc,50
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s051.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s051.png,adc,51
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s052.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s052.png,adc,52
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s053.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s053.png,adc,53
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s054.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s054.png,adc,54
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s055.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s055.png,adc,55
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s056.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s056.png,adc,56
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s057.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s057.png,adc,57
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s058.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s058.png,adc,58
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s059.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s059.png,adc,59
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s060.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s060.png,adc,60
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s061.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s061.png,adc,61
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s062.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s062.png,adc,62
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s063.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s063.png,adc,63
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s064.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s064.png,adc,64
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s065.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s065.png,adc,65
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s066.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s066.png,adc,66
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s067.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s067.png,adc,67
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s068.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s068.png,adc,68
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s069.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s069.png,adc,69
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s070.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s070.png,adc,70
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s071.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s071.png,adc,71
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s072.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s072.png,adc,72
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s073.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s073.png,adc,73
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s074.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s074.png,adc,74
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s075.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s075.png,adc,75
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s076.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s076.png,adc,76
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s077.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s077.png,adc,77
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s078.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s078.png,adc,78
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s079.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s079.png,adc,79
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s080.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s080.png,adc,80
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s081.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s081.png,adc,81
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s082.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s082.png,adc,82
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s083.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s083.png,adc,83
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s084.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s084.png,adc,84
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s085.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s085.png,adc,85
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s086.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s086.png,adc,86
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s087.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s087.png,adc,87
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s088.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s088.png,adc,88
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s089.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s089.png,adc,89
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s090.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s090.png,adc,90
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s091.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s091.png,adc,91
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s092.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s092.png,adc,92
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s093.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s093.png,adc,93
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s094.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s094.png,adc,94
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s095.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s095.png,adc,95
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s096.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s096.png,adc,96
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s097.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s097.png,adc,97
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s098.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s098.png,adc,98
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s099.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s099.png,adc,99
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s100.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s100.png,adc,100
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s101.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s101.png,adc,101
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s102.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s102.png,adc,102
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s103.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s103.png,adc,103
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s104.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s104.png,adc,104
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s105.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s105.png,adc,105
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s106.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s106.png,adc,106
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s107.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s107.png,adc,107
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s108.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s108.png,adc,108
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s109.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s109.png,adc,109
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s110.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s110.png,adc,110
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s111.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s111.png,adc,111
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s112.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s112.png,adc,112
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s113.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s113.png,adc,113
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s114.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s114.png,adc,114
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s115.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s115.png,adc,115
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s116.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s116.png,adc,116
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s117.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s117.png,adc,117
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s118.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s118.png,adc,118
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s119.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s119.png,adc,119
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s120.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s120.png,adc,120
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s121.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s121.png,adc,121
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s122.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s122.png,adc,122
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s123.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s123.png,adc,123
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s124.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s124.png,adc,124
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s125.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s125.png,adc,125
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s126.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s126.png,adc,126
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s127.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s127.png,adc,127
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s128.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s128.png,adc,128
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s129.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s129.png,adc,129
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s130.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s130.png,adc,130
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s131.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s131.png,adc,131
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s132.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s132.png,adc,132
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s133.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s133.png,adc,133
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s134.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s134.png,adc,134
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s135.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s135.png,adc,135
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s136.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s136.png,adc,136
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s137.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s137.png,adc,137
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s138.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s138.png,adc,138
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s139.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s139.png,adc,139
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s140.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s140.png,adc,140
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s141.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s141.png,adc,141
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s142.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s142.png,adc,142
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s143.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s143.png,adc,143
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s144.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s144.png,adc,144
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s145.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s145.png,adc,145
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s146.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s146.png,adc,146
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s147.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s147.png,adc,147
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s148.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s148.png,adc,148
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s149.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s149.png,adc,149
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s150.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s150.png,adc,150
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s151.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s151.png,adc,151
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s152.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s152.png,adc,152
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s153.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s153.png,adc,153
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s154.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s154.png,adc,154
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s155.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s155.png,adc,155
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s156.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s156.png,adc,156
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s157.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s157.png,adc,157
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s158.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s158.png,adc,158
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s159.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s159.png,adc,159
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s160.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s160.png,adc,160
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s161.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s161.png,adc,161
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s162.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s162.png,adc,162
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s163.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s163.png,adc,163
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s164.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s164.png,adc,164
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s165.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s165.png,adc,165
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s166.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s166.png,adc,166
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s167.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s167.png,adc,167
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s168.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s168.png,adc,168
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s169.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s169.png,adc,169
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s170.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s170.png,adc,170
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s171.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s171.png,adc,171
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s172.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s172.png,adc,172
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s173.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s173.png,adc,173
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s174.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s174.png,adc,174
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s175.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s175.png,adc,175
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s176.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s176.png,adc,176
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s177.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s177.png,adc,177
/scratch/pg2825/mri/experiments/preprocessed_debug/images/adc_s178.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/adc_s178.png,adc,178
